depende	10354
magoar	10344
entregar	10338
agradável	10336
preocupada	10326
eddie	10317
princesa	10316
calor	10301
vou-me	10301
gay	10299
óbvio	10293
washington	10287
colega	10287
pensou	10278
jornal	10275
interesse	10253
combate	10241
atacar	10228
profissional	10227
decidir	10221
anel	10216
pago	10214
esperto	10213
inteira	10175
idiotas	10162
levanta-te	10147
estejas	10145
espada	10134
iremos	10126
sentado	10118
luzes	10108
indo	10105
descer	10102
classe	10092
casado	10082
agradeço	10071
podiam	10067
estúpida	10056
aberta	10051
caro	10047
leite	10038
mercado	10037
política	10024
lisa	9982
milhão	9982
género	9981
oferta	9970
entendes	9969
tome	9962
teoria	9950
escuro	9946
ruas	9932
desaparecer	9927
uh	9926
antiga	9926
tê-lo	9919
cadeia	9915
levantar	9910
crescer	9900
continue	9899
via	9898
ouçam	9891
imprensa	9881
uso	9881
santo	9881
treta	9866
noiva	9851
acorda	9835
ajudar-me	9825
dan	9822
claire	9788
servir	9782
pequenos	9777
absolutamente	9776
venho	9766
perda	9762
descobriu	9756
resultado	9749
militar	9745
emily	9738
manda	9738
inglaterra	9737
disser	9724
material	9714
matt	9709
camião	9709
feita	9708
rede	9708
príncipe	9688
concordo	9683
momentos	9679
martin	9675
fantasma	9672
segredos	9671
confia	9666
solução	9651
ouvidos	9642
beijo	9640
encontraste	9627
impedir	9624
pessoalmente	9619
data	9613
jerry	9610
andam	9608
morreram	9594
conhecia	9594
garrafa	9592
dum	9588
orgulho	9585
fizer	9578
bolo	9573
propriedade	9559
maiores	9557
policia	9548
fuga	9545
sensação	9543
tecnologia	9540
iam	9539
peito	9537
futebol	9527
vinte	9522
terceiro	9511
levá-lo	9492
bilhete	9485
acabaste	9480
cinema	9474
vento	9461
rachel	9460
voltei	9452
jason	9452
táxi	9438
registos	9430
boleia	9426
quinta	9426
matar-me	9417
chapéu	9398
dedo	9390
mano	9388
mexer	9381
deu-me	9379
legal	9379
vingança	9373
dever	9361
exacto	9358
ajude	9350
porco	9345
dá-lhe	9335
doido	9332
pete	9319
raiva	9319
sê	9311
peso	9310
lembra-te	9310
treino	9302
algures	9288
natural	9281
foi-se	9279
estudar	9265
assistente	9243
partida	9229
responsabilidade	9228
esqueça	9226
maldição	9225
oeste	9224
inimigos	9222
viemos	9221
controle	9213
corte	9212
amy	9195
assassinato	9190
meninos	9187
sir	9184
tantos	9182
queriam	9181
acontecido	9177
entende	9170
acalma-te	9163
aparentemente	9161
apanhado	9158
toque	9157
chegaram	9155
baile	9152
aeroporto	9150
poucos	9148
aparece	9144
complicado	9132
mostra	9129
ouve-me	9114
pude	9109
convosco	9103
tente	9092
apresentar	9088
roubou	9084
fosses	9081
esqueci-me	9081
terás	9072
decidi	9069
lixar	9065
serviços	9062
universo	9061
frança	9057
bocadinho	9049
daqueles	9042
próprios	9036
don	9034
al	9011
interessado	9005
sacana	8999
respostas	8997
thomas	8989
agradecer	8978
chuck	8974
secretária	8970
morada	8967
mapa	8943
contou	8934
internet	8927
efeito	8925
bebe	8923
aconteça	8915
notas	8909
enfermeira	8901
super	8897
patrão	8895
importo	8887
resultados	8883
ouvir-me	8882
corredor	8881
conhecimento	8878
ficaria	8875
visitar	8873
ás	8869
aguentar	8863
dera	8853
adn	8850
aldeia	8848
razões	8848
guardas	8846
testes	8832
cirurgia	8831
aberto	8829
médica	8824
merece	8823
contrato	8815
vivos	8815
ter-te	8812
gás	8811
sociedade	8805
mata	8793
lar	8790
direitos	8790
instante	8785
leste	8781
usado	8772
mantém	8765
original	8763
zangado	8762
vinha	8754
adam	8753
familiar	8747
parecido	8727
imagino	8725
larga	8721
estejam	8717
pede	8717
haja	8716
luke	8711
pressa	8708
ferido	8698
passaram	8697
treinador	8691
voltas	8688
anteriormente	8666
cia	8664
cu	8663
chamadas	8662
quisesse	8660
duma	8660
crédito	8658
desligar	8653
costa	8648
projecto	8645
dão	8644
importantes	8641
encontrá-lo	8640
escreveu	8635
câmaras	8630
cancro	8624
bem-vindos	8623
afasta-te	8611
obter	8605
primo	8604
credo	8603
próximos	8597
cavalheiros	8592
carter	8586
andando	8574
encontra	8574
deixá-lo	8569
fossem	8554
desaparece	8553
perfeitamente	8551
objectivo	8550
partes	8550
ultimamente	8548
pedaço	8546
assuntos	8542
jardim	8538
opção	8538
sexual	8532
reino	8525
deixem-me	8524
diante	8521
grave	8518
aspecto	8512
membros	8504
lago	8503
lembra-se	8500
fumar	8489
mrs.	8488
deixem	8486
hipóteses	8485
crer	8484
ovos	8483
usou	8480
pequeno-almoço	8477
presença	8472
tornou-se	8444
melhorar	8439
imagens	8439
vitória	8433
pesquisa	8420
cheira	8414
centenas	8410
anna	8406
pertence	8405
abra	8402
membro	8399
camisa	8380
amigas	8379
ficaram	8378
viajar	8376
explosão	8375
presos	8370
vemos	8368
entendi	8365
giro	8362
útil	8358
maldita	8355
leo	8339
ó	8337
